Voltage	Acceleration	Displacement	Power
0.0006349	-0.02049	0.0001064	8.727E-9
0.0004708	-0.01323	6.795E-5	8.629E-9
0.0003515	-0.007513	2.448E-5	2.31E-9
0.0005827	-0.002816	-1.795E-5	8.925E-9
0.0001352	0.003211	-5.389E-5	4.217E-9
0.0002471	0.01068	-8.909E-5	9.637E-9
0.0001203	0.01753	-0.0001158	6.608E-9
-0.0001556	0.02193	-0.0001269	1.74E-8
-0.0002301	0.02498	-0.0001385	1.373E-8
-2.881E-5	0.02829	-0.0001415	2.167E-8
0.0001502	0.03111	-0.0001235	3.199E-8
0.000262	0.03109	-0.0001015	2.922E-8
0.0003962	0.02688	-7.776E-5	3.218E-8
0.0001502	0.01994	-3.913E-5	2.277E-8
9.051E-5	0.01334	4.643E-6	2.727E-8
-0.0001108	0.008034	4.208E-5	2.941E-8
0.0003739	0.002606	8.488E-5	2.045E-8
-6.436E-6	-0.004204	0.0001185	1.911E-8
0.0007542	-0.01211	0.0001473	3.77E-8
0.0002024	-0.0189	0.0001747	2.423E-8
0.0006423	-0.02333	0.000192	2.23E-8
-6.609E-5	-0.02666	0.0002002	1.658E-8
0.0001874	-0.02992	0.0001936	2.06E-8
0.0003291	-0.03218	0.0001788	1.658E-8
0.0003888	-0.0306	0.0001529	2.78E-8
0.0004112	-0.02511	0.0001216	2.922E-8
-0.0002227	-0.01757	8.152E-5	2.214E-8
0.0004708	-0.01079	4.573E-5	3.237E-8
0.0001278	-0.005637	3.897E-6	3.18E-8
0.0002471	-0.0003274	-3.891E-5	2.423E-8
0.0005827	0.006325	-7.336E-5	3.162E-8
0.0001054	0.01355	-0.0001082	3.709E-8
0.0005528	0.01925	-0.0001275	3.371E-8
9.051E-5	0.02305	-0.0001392	3.256E-8
0.0002844	0.02638	-0.0001417	3.811E-8
0.0004186	0.02984	-0.0001414	2.607E-8
0.0002993	0.03173	-0.0001206	2.995E-8
0.0004261	0.02998	-9.275E-5	3.199E-8
0.000262	0.02429	-6.762E-5	1.926E-8
-9.592E-5	0.01712	-2.347E-5	3.469E-8
0.0002396	0.01129	1.762E-5	2.472E-8
0.0001203	0.006354	6.601E-5	2.325E-8
0.0003217	0.0002978	0.0001042	2.293E-8
-3.626E-5	-0.007567	0.0001456	1.955E-8
0.0002546	-0.01523	0.0001848	1.768E-8
-2.135E-5	-0.02082	0.0002066	5.619E-9
0.0001278	-0.02438	0.0002282	7.043E-9
9.051E-5	-0.02768	0.0002298	9.126E-9
0.0002173	-0.03095	0.0002207	5.23E-9
0.0003217	-0.03228	0.000205	3.751E-9
0.0002098	-0.02908	0.0001744	1.786E-9
0.0005156	-0.02207	0.0001448	1.876E-9
-0.0001034	-0.01447	0.0001037	4.286E-9
9.051E-5	-0.008329	6.303E-5	5.619E-9
0.0003664	-0.003772	1.717E-5	3.312E-9
0.0002844	0.001924	-2.205E-5	2.845E-9
9.796E-5	0.009203	-6.172E-5	4.355E-9
0.0003739	0.01628	-9.491E-5	3.881E-9
0.0005976	0.02117	-0.0001136	1.57E-9
0.0006796	0.02446	-0.0001267	2.361E-9
3.085E-5	0.02768	-0.0001309	4.043E-10
4.576E-5	0.03068	-0.0001256	4.704E-10
0.0003515	0.03152	-0.0001027	3.44E-11
0.0002322	0.02801	-7.448E-5	3.431E-10
0.0003664	0.02149	-4.502E-5	6.712E-10
0.0004261	0.01488	-4.604E-6	2.484E-10
3.831E-5	0.009228	3.544E-5	2.87E-10
-1.389E-5	0.003847	7.675E-5	1.786E-9
0.0003142	-0.002723	0.000119	4.257E-10
0.0001427	-0.01052	0.0001512	2.32E-10
0.0007393	-0.01746	0.0001793	9E-10
8.478E-6	-0.02235	0.0001992	1.317E-11
6.068E-5	-0.02582	0.0002075	3.926E-11
0.0002844	-0.02917	0.0002042	4.615E-11
-4.372E-5	-0.03178	0.0001967	1.586E-10
0.00062	-0.03128	0.0001769	1.065E-9
0.0002024	-0.02644	0.0001502	4.765E-9
0.0004186	-0.0189	0.0001052	2.887E-9
0.0002993	-0.01182	6.594E-5	1.957E-9
0.0002918	-0.006609	3.052E-5	1.82E-9
0.0001427	-0.00157	-1.393E-5	1.456E-10
0.0004186	0.004663	-5.621E-5	1.727E-11
0.0001949	0.01216	-8.812E-5	1.863E-10
-2.881E-5	0.01838	-0.000106	5.115E-10
2.339E-5	0.02252	-0.0001338	4.879E-10
0.0008138	0.02565	-0.0001378	1.437E-9
0.000523	0.02892	-0.0001439	2.307E-12
6.068E-5	0.03151	-0.0001216	2.193E-11
4.576E-5	0.03069	-0.0001082	1.126E-10
7.559E-5	0.02569	-7.41E-5	9.077E-10
0.0006721	0.0185	-3.771E-5	2.484E-10
5.322E-5	0.01221	6.209E-6	3.833E-10
0.0001502	0.007014	4.64E-5	8.893E-11
3.085E-5	0.001453	9.04E-5	7.926E-11
0.0003068	-0.005868	0.0001302	2.046E-10
0.0008138	-0.0135	0.0001658	8.154E-11
0.0002173	-0.01986	0.0001906	2.845E-9
0.0005528	-0.02392	0.0002061	2.31E-9
0.0004559	-0.02727	0.0002062	3.373E-9
1.594E-5	-0.0306	0.000205	4.217E-9
3.085E-5	-0.03221	0.0001927	9.025E-9
0.0003068	-0.03005	0.0001615	2.789E-9
