Voltage	Acceleration	Displacement	Power
0.0002173	0.07025	0.09765	5.94E-9
0.0003813	0.06022	0.1041	6.437E-9
0.0005379	0.04567	0.111	1.148E-8
8.478E-6	0.03553	0.1169	4.014E-9
0.0004261	0.02806	0.1233	1.07E-8
0.0003142	0.0147	0.1294	9.431E-9
0.00018	0.001084	0.1354	8.826E-9
-0.0002227	-0.01025	0.1415	1.685E-8
-0.0005806	-0.02038	0.1473	1.435E-8
0.0003739	-0.02715	0.1533	2.341E-8
0.0001129	-0.03471	0.1593	3.648E-8
0.0006721	-0.04896	0.1652	2.71E-8
0.0004335	-0.06421	0.1706	3.087E-8
0.0003739	-0.07489	0.1763	2.293E-8
0.0004857	-0.0838	0.1815	1.336E-8
0.0002695	-0.09246	0.1868	2.456E-8
-1.389E-5	-0.103	0.1922	2.261E-8
0.0002993	-0.1144	0.1978	1.658E-8
0.0001129	-0.1245	0.2021	1.617E-8
-0.0005284	-0.1336	0.2078	1.713E-8
0.0001725	-0.1458	0.2121	2.71E-8
0.0002322	-0.1596	0.2174	2.246E-8
0.0002247	-0.171	0.2214	2.941E-8
0.0001874	-0.1821	0.2264	2.121E-8
4.576E-5	-0.1912	0.2303	3.237E-8
0.0002247	-0.1974	0.2349	2.456E-8
0.0003664	-0.2059	0.2388	3.087E-8
5.322E-5	-0.2149	0.2427	4.771E-8
0.0002918	-0.222	0.2467	2.851E-8
0.0003291	-0.2322	0.2507	2.607E-8
0.0004186	-0.2427	0.2544	3.391E-8
0.0005006	-0.2517	0.2575	2.198E-8
0.0004186	-0.2627	0.261	1.671E-8
0.0002396	-0.2714	0.2641	2E-8
0.0002247	-0.2792	0.2672	2.977E-8
0.0002098	-0.2897	0.2698	2.658E-8
0.0002546	-0.3007	0.2726	2.374E-8
0.000441	-0.3118	0.2752	1.092E-8
0.0002695	-0.3199	0.2781	2.78E-8
0.0008213	-0.3259	0.2798	2.106E-8
0.0001427	-0.3302	0.2821	2.198E-8
0.00062	-0.3345	0.2842	2.246E-8
0.0002471	-0.3421	0.286	1.825E-8
0.0003739	-0.3495	0.2882	2.09E-8
0.0001352	-0.3582	0.289	1.324E-8
0.0001129	-0.367	0.2907	1.027E-8
8.478E-6	-0.3742	0.2917	5.94E-9
-2.135E-5	-0.383	0.2925	8.146E-9
0.0001054	-0.3904	0.2928	1.216E-9
0.0003291	-0.3952	0.2933	1.487E-9
-6.609E-5	-0.4008	0.2923	2.789E-9
-6.609E-5	-0.403	0.2911	6.021E-9
0.0002322	-0.4048	0.2868	2.209E-9
0.0005678	-0.4117	0.2819	8.629E-9
0.0002993	-0.4178	0.2724	3.497E-9
0.0004559	-0.4227	0.2632	2.624E-9
0.0005901	-0.4263	0.2538	1.216E-9
0.0001576	-0.4281	0.2433	6.353E-9
0.0006945	-0.4303	0.2343	8.761E-10
0.001179	-0.436	0.2257	8.148E-10
0.0005454	-0.4427	0.2182	1.332E-10
0.0002396	-0.4466	0.211	1.317E-11
0.0002322	-0.4507	0.2055	1.282E-9
-0.0001779	-0.4539	0.2014	2.314E-11
0.0001725	-0.4544	0.1986	1.099E-10
0.0004783	-0.4545	0.196	1.282E-9
0.0007169	-0.4541	0.1944	6.36E-11
0.000441	-0.4532	0.192	1.213E-10
0.0003664	-0.4538	0.1909	3.007E-10
0.0004708	-0.455	0.1891	3.44E-11
0.0004484	-0.4563	0.1872	1.126E-10
0.0002173	-0.4595	0.1854	3.293E-11
0.0002098	-0.4613	0.1832	1.065E-9
0.0006871	-0.461	0.1813	1.126E-10
0.0002546	-0.4604	0.1787	5.359E-11
0.00062	-0.4567	0.1764	2.162E-10
0.0005678	-0.4544	0.1739	5.603E-10
0.0001203	-0.455	0.171	3.581E-10
0.0001278	-0.4526	0.1683	4.912E-9
0.0001725	-0.4505	0.1654	2.827E-10
0.0003142	-0.4484	0.162	1.213E-10
0.0002098	-0.4412	0.1584	1.456E-10
0.0004559	-0.435	0.1552	1.727E-11
0.0002396	-0.4323	0.1516	1.171E-9
0.0003068	-0.4292	0.148	1.602E-9
0.0003291	-0.4271	0.1441	3.384E-10
-7.355E-5	-0.4264	0.1403	1.398E-9
0.0008213	-0.4242	0.1367	2.314E-11
0.0005081	-0.4201	0.1322	5.856E-10
0.0005901	-0.4166	0.128	3.016E-9
0.0003813	-0.4109	0.1234	1.361E-10
0.0003813	-0.4007	0.1189	7.294E-12
3.831E-5	-0.3918	0.1145	3.784E-10
-0.0002525	-0.3831	0.1096	9.616E-12
-0.0003718	-0.3751	0.1053	2.16E-9
0.0003664	-0.3714	0.1003	5.917E-10
0.0006796	-0.3655	0.09481	7.402E-9
0.001381	-0.3576	0.08988	4.783E-9
0.001052	-0.3501	0.08454	5.698E-9
0.0008586	-0.3434	0.07938	8.051E-9
0.0002471	-0.3391	0.07367	6.103E-9
0.0003291	-0.3341	0.0684	4.856E-9
0.0002695	-0.3248	0.06266	2.374E-8
0.0003813	-0.3153	0.05749	4.425E-9
0.000262	-0.307	0.05192	9.227E-9
-5.118E-5	-0.2964	0.04615	8.826E-9
0.0001203	-0.2851	0.04025	7.493E-9
-6.436E-6	-0.273	0.03421	8.727E-9
0.0002322	-0.2597	0.02885	1.07E-8
-2.881E-5	-0.2504	0.02252	1.092E-8
-0.0003793	-0.2433	0.01692	1.275E-8
0.0003217	-0.2354	0.01069	2.833E-8
7.559E-5	-0.2269	0.005811	2.995E-8
0.0003739	-0.2206	-0.001117	3.628E-8
0.0004186	-0.2129	-0.007067	2.556E-8
0.0005752	-0.2025	-0.01283	1.564E-8
0.0001427	-0.1921	-0.01871	2.904E-8
0.0002098	-0.1785	-0.02429	1.631E-8
0.0003888	-0.1643	-0.03062	2.325E-8
0.0004634	-0.1542	-0.03683	1.926E-8
0.0007243	-0.1431	-0.04232	2.198E-8
0.0003217	-0.1294	-0.0482	2.522E-8
0.0003068	-0.118	-0.0542	2.106E-8
8.305E-5	-0.1074	-0.06015	2.573E-8
0.0005454	-0.09784	-0.06578	2.573E-8
0.0001129	-0.08956	-0.07164	2.539E-8
0.0008586	-0.07919	-0.07736	2.904E-8
0.0002993	-0.06857	-0.08282	2.556E-8
0.000784	-0.05887	-0.08842	2.39E-8
0.0005976	-0.04969	-0.09452	3.124E-8
-0.0001332	-0.03773	-0.09994	3.143E-8
