Voltage	Acceleration	Displacement	Power
0.0004708	0.009423	-0.0252	1.332E-10
0.0008064	0.009899	-0.02502	6.442E-10
0.0003217	0.009964	-0.02499	7.27E-10
0.0005006	0.01022	-0.02461	1.005E-9
0.0002546	0.01033	-0.02456	6.177E-10
0.0007094	0.01034	-0.02447	1.922E-9
0.0006125	0.01061	-0.0245	7.557E-10
0.0005305	0.01077	-0.02452	6.021E-9
0.0006647	0.011	-0.02419	1.922E-9
0.0004857	0.01125	-0.02452	5.415E-10
0.0004484	0.0117	-0.02464	1.741E-9
0.0004112	0.01214	-0.02481	1.57E-9
0.0005752	0.0123	-0.02443	1.407E-9
0.00018	0.01237	-0.02392	3.881E-9
0.0005156	0.01252	-0.02463	8.148E-10
0.0002918	0.0125	-0.02384	6.177E-10
0.000784	0.01253	-0.02442	4.355E-9
0.0001874	0.01286	-0.02396	2.2E-10
0.00018	0.01264	-0.02411	1.612E-9
0.0005901	0.01245	-0.02374	1.487E-10
0.0004559	0.01229	-0.02403	2.678E-9
0.0003888	0.01189	-0.02333	4.638E-9
0.0004112	0.01188	-0.02405	3.074E-9
0.0004708	0.01138	-0.02382	1.108E-9
0.0005454	0.0109	-0.0237	1.786E-9
0.0002769	0.01054	-0.02375	1.361E-10
0.0004634	0.01019	-0.02365	1.126E-10
0.0007094	0.009687	-0.02379	2.412E-9
0.0002769	0.009146	-0.02371	4.566E-9
0.0004559	0.008616	-0.02297	1.361E-10
0.0006125	0.008423	-0.02351	4.704E-10
-5.118E-5	0.007915	-0.02288	3.052E-10
0.0007318	0.007334	-0.02332	1.005E-9
0.0003068	0.007013	-0.02303	1.144E-9
0.000262	0.006682	-0.02264	1.831E-9
0.0003739	0.006355	-0.02291	1.216E-9
0.0003142	0.006238	-0.02268	1.831E-9
0.0007616	0.005886	-0.02267	2.517E-9
0.000702	0.005552	-0.0226	9.077E-10
0.0009331	0.005408	-0.02225	3.431E-10
0.0007467	0.005313	-0.02274	9.723E-10
